Sentences,Logic-words
It is rational not to acquire such information unless one expects that the benefits of doing so will outweigh the cost and difficulty of doing so.,"['unless', 'and', 'so']"
"Ttherefore, consumers who do not bother to acquire such information are thereby behaving rationally.",['thereby']
But material recovered illegally could not be used in a publication without the illegal act being discovered.,['but']
So it would be of no use to an archaeologist.,['so']
"Unless negotiations begin soon, the cease,fire will be violated by one of the two sides to the dispute.",['unless']
"But no negotiations will be held until international troops enforcing the cease,fire have demonstrated their ability to counter any aggression from either side, thus suppressing a major incentive for the two sides to resume fighting.","['but', 'thus', 'until']"
This situation causes an enormous and dangerous drain on increasingly scarce public resources.,['and']
"As a result police are consistently taken away from responding to other legitimate calls for service, and a disproportionate share of police service goes to alarm system users, who are mostly businesses and affluent homeowners.","['as', 'and', 'as a result']"
"However, burglar alarm systems, unlike car alarm systems, are effective in deterring burglaries, so the only acceptable solution is to fine burglar alarm system owners the cost of 45 minutes of police time for each false alarm their systems generate.","['however', 'so']"
"Many people explain this decrease as the result of an increase during the same period in the population of magpies, which eat the eggs and chicks of songbirds.","['as', 'and']"
"All known living things are made of the same basic kinds of matter, are carbon based, and are equipped with genetic codes.",['and']
