Sentences,Logic-words
"He announced his retirement last week, saying: I feel I left something out on the park at Lords and have lost the drive to play the Richardson way.",['and']
Since last years South African series Ive started to struggle with the game emotionally and mentally.,"['and', 'since']"
"Richardson began his career as a spin bowler but gained a reputation as a patient accumulator of runs, scoring four Test centuries.","['but', 'as']"
"However, his batting approach and fielding ability did not suit the one,day game and he played in just four internationals.","['however', 'and']"
"Nicknamed Rigor Mortis because of his slowness in the field, Richardson established a tradition of racing the slowest member of the opposition teams in recent seasons.",['because']
Have you seen the color of my hair and the big bald spot on the top of my head,['and']
"Im 33 but Ive got the agility of about a 55,year,old",['but']
New Zealand captain Stephen Fleming says Michael Papps is favourite to take Richardsons place in the forthcoming series against Sri Lanka and Australia.,['and']
"The team have arrived in Port Elizabeth after being given a wake,up call in a seven,wicket loss to South Africa A. We lacked intensity and we need to rise to the level South Africa will be at","['and', 'after']"
Were a fraction short of where we need to be and some of us will need to scrap really hard in the first Test,['and']
"Former England seam bowler Angus Fraser has criticised an itinerary which gave the team just a single first,class match ahead of the Test series, even though most of the team had not played since September.","['though', 'since']"
"In an ideal world, the batsmen would have liked to have spent more time at the crease, but its important that we dont get down on ourselves.",['but']
Were going to have dig deep into the memory banks and remember the times weve done well against them,['and']
The good thing about not spending too long at the crease is that I dont know whether Im in bad form or not,['or']
The key is not to panic too much and find the right balance between enjoyment and wanting to win.,['and']
"You need to put your state of mind into a position where youre going to enjoy the match, but youre going to be competitive",['but']
You have to be able to enjoy the challenge because its not always a bed of roses out there.,['because']
Youre not always creaming it around so part of it is enjoying the challenge of maybe feeling a little bit more under pressure and wanting to perform,"['and', 'so']"
"South Africa, meanwhile, have seen their preparations disrupted by a clutch of illnesses and injury problems.","['and', 'meanwhile']"
"Skipper Graeme Smith, batsman Boeta Dippenaar and all,rounders Andrew Hall and Zander de Bruyn have been suffering from stomach problems since the recent tour to India and wicket,keeper Thami Tsolekile has been trying to shake off a throat infection.","['and', 'since']"
"More worrying, however, is the fitness of spin bowler Nicky Boje who recently underwent surgery to remove a tumour from his neck.",['however']
They are likely to give him as long as possible to recover before finalising their Test XI.,"['as long as', 'as', 'before']"
"Were still working with him, its a day,by,day process",['still']
"England claim historic series win  Fifth Test, Centurion, day five: South Africa 247 & 296,6d drew with England 359 & 73,4  England win five,match series 2,1  Centuries from Jacques Kallis and AB de Villiers allowed South Africa to declare on 296,6, setting England a target of 185 to win from 44 overs.",['and']
"The tourists chose not to chase the runs, however, finishing on 73,4.",['however']
"There were plenty of nervous moments when they lost early wickets but captain Michael Vaughan held firm to secure a 2,1 series triumph.","['but', 'when']"
"Though the usually brilliant Andrew Strauss scored a duck, only Denis Compton had ever scored more runs in a series against South Africa and he won the man,of,the,series award for his three centuries.","['though', 'and']"
"Kallis and man,of,the,match de Villiers were in occupation of the crease when the day started, with South Africa still trailing by 53 runs.","['still', 'when', 'and']"
"The scoring rate was never sensational, however, as Vaughan declined to set over,attacking fields and the batsman refused to take undue risks.","['however', 'as', 'and']"
"It took more than an hour for the lead to be wiped off, as De Villiers hit arguably the shot of the day , a pull off Matthew Hoggard that went all the way for six.",['as']
"The remaining hour,and,a,half of an extended morning session saw a further 100 runs added.",['further']
"The two right,handers were quick to pull and drive when the opportunities presented themselves.","['when', 'and']"
"At one point he edged Hoggard inches short of Marcus Trescothick at slip and then, on 76, looked lucky to survive an lbw appeal against Simon Jones.","['then', 'and']"
"De Villiers reached his half,century with a square drive off Ashley Giles for four, and he continued to play the spinner with great certainty.",['and']
"First, however, both batsmen needed to reach their centuries.",['however']
"Kallis got there first, cutting Jones for four , it was his fifth Test ton against England and 20th in all.",['and']
But he then perished when holing out to third man off Jones.,"['but', 'then', 'when']"
"Oddly, Kallis took stock for a while before launching a few more boundaries shortly before the declaration, finally finishing unbeaten on 136.","['while', 'finally', 'before']"
"In the hunt for quick runs, Graeme Smith, Jacques Rudolph and Mark Boucher all perished for single figure scores.",['and']
A grateful Steve Harmison took his first two wickets since Cape Town and Hoggard added a single victim to finish with 26 in the series.,"['and', 'since']"
"Set 185 from 44 overs, England were never in position to go for the target once Strauss had been caught behind in Ntinis first over.",['once']
Things looked dicey when Robert Key provided just 40 minutes of uncertain resistance before edging Pollock to Boucher.,"['when', 'before']"
"And there were certainly a few skipped heartbeats in the England dressing,room when Trescothick inexplicably missed a straight ball from Ntini to be bowled.","['when', 'and']"
"Vaughan and Graham Thorpe, however, proved adept at blunting some impressive spells from all the bowlers until Ntini returned to have Thorpe caught by Herschelle Gibbs who was close in at third slip.","['however', 'and', 'until']"
"England had just about done enough by then and the game ended in bad light two,and,half overs early with Vaughan 26 not out and Andrew Flintoff unbeaten on 14.","['then', 'and', 'by then']"
