,sentence1,sentence2,label
331,"If the bear is not rough, then Gary is not poor.","If it is the bear, then it will be rough. ",0
332,"If the bear is lazy, then the lion is not short.","If it is not lazy, then it will be not the bear.",1
333,"If the bear is lazy, then the lion is not short.","If it is lazy, then it will be the bear. ",0
334,"If the bear is slow, then Bob is not fierce.","If it is not slow, then it will be not the bear.",1
335,"If the bear is slow, then Bob is not fierce.","If it is not the bear, then it will be slow. ",0
336,"If the bear is not slow, then Anne is angry.","If it is slow, then it will be not the bear.",1
337,"If the bear is not slow, then Anne is angry.",,0
338,"If the bear is sleepy, then Bob is smart.","If it is not sleepy, then it will be not the bear.",1
339,"If the bear is sleepy, then Bob is smart.","If it is sleepy, then it will be the bear. ",0
340,"If the bear is not sleepy, then Charlie is not fierce.","If it is sleepy, then it will be not the bear.",1
341,"If the bear is not sleepy, then Charlie is not fierce.","If it is not the bear, then it will be not sleepy. ",0
342,"If the bear is boring, then Erin is huge.","If it is not boring, then it will be not the bear.",1
343,"If the bear is boring, then Erin is huge.","If it is boring, then it will be the bear. ",0
344,"If the bear is not boring, then Erin is slow.","If it is boring, then it will be not the bear.",1
345,"If the bear is not boring, then Erin is slow.","If it is not the bear, then it will be not boring. ",0
346,"If the bear is tired, then Erin is not nice.","If it is not tired, then it will be not the bear.",1
347,"If the bear is tired, then Erin is not nice.","If it is the bear, then it will be not tired. ",0
348,"If the bear is not tired, then the mouse is not powerful.","If it is tired, then it will be not the bear.",1
349,"If the bear is not tired, then the mouse is not powerful.","If it is not tired, then it will be the bear. ",0
350,"If the bear is reckless, then the leopard is not bad.","If it is not reckless, then it will be not the bear.",1
351,"If the bear is reckless, then the leopard is not bad.",,0
352,"If the bear is not reckless, then the bald eagle is nice.","If it is reckless, then it will be not the bear.",1
353,"If the bear is not reckless, then the bald eagle is nice.","If it is not reckless, then it will be the bear. ",0
354,"If the bear is furry, then the bald eagle is little.","If it is not furry, then it will be not the bear.",1
355,"If the bear is furry, then the bald eagle is little.","If it is furry, then it will be the bear. ",0
356,"If the bear is not furry, then the crocodile is not fierce.","If it is furry, then it will be not the bear.",1
357,"If the bear is not furry, then the crocodile is not fierce.","If it is the bear, then it will be furry. ",0
358,"If the bear is not small, then the mouse is not quiet.","If it is small, then it will be not the bear.",1
359,"If the bear is not small, then the mouse is not quiet.","If it is not small, then it will be the bear. ",0
360,"If the bear is cute, then the mouse is not tired.","If it is not cute, then it will be not the bear.",1
361,"If the bear is cute, then the mouse is not tired.","If it is not the bear, then it will be cute. ",0
362,"If the bear is not cute, then the rabbit is not strong.","If it is cute, then it will be not the bear.",1
363,"If the bear is not cute, then the rabbit is not strong.","If it is not cute, then it will be the bear. ",0
364,"If the bear is lovely, then Gary is kind.","If it is not lovely, then it will be not the bear.",1
365,"If the bear is lovely, then Gary is kind.","If it is not the bear, then it will be lovely. ",0
366,"If the bear is not lovely, then the leopard is not poor.","If it is lovely, then it will be not the bear.",1
367,"If the bear is not lovely, then the leopard is not poor.",,0
368,"If the bear is beautiful, then Bob is not clever.","If it is not beautiful, then it will be not the bear.",1
369,"If the bear is beautiful, then Bob is not clever.","If it is not the bear, then it will be beautiful. ",0
370,"If the bear is not beautiful, then Charlie is not funny.","If it is beautiful, then it will be not the bear.",1
371,"If the bear is not beautiful, then Charlie is not funny.",,0
372,"If the bear is funny, then the leopard is not rough.","If it is not funny, then it will be not the bear.",1
373,"If the bear is funny, then the leopard is not rough.","If it is funny, then it will be the bear. ",0
374,"If the bear is not funny, then Alan is not furry.","If it is funny, then it will be not the bear.",1
375,"If the bear is not funny, then Alan is not furry.","If it is the bear, then it will be funny. ",0
376,"If the bear is big, then Alan is strong.","If it is not big, then it will be not the bear.",1
377,"If the bear is big, then Alan is strong.","If it is the bear, then it will be not big. ",0
378,"If the bear is not big, then the snake is not furry.","If it is big, then it will be not the bear.",1
379,"If the bear is not big, then the snake is not furry.","If it is not big, then it will be the bear. ",0
380,"If the bear is strong, then the dinosaur is rough.","If it is not strong, then it will be not the bear.",1
381,"If the bear is strong, then the dinosaur is rough.","If it is the bear, then it will be not strong. ",0
382,"If the bear is not strong, then Gary is little.","If it is strong, then it will be not the bear.",1
383,"If the bear is not strong, then Gary is little.","If it is the bear, then it will be strong. ",0
384,"If the bear is not awful, then Charlie is big.","If it is awful, then it will be not the bear.",1
385,"If the bear is not awful, then Charlie is big.",,0
386,"If the bear is fierce, then the dinosaur is not bad.","If it is not fierce, then it will be not the bear.",1
387,"If the bear is fierce, then the dinosaur is not bad.",,0
388,"If the bear is not fierce, then Gary is tired.","If it is fierce, then it will be not the bear.",1
389,"If the bear is not fierce, then Gary is tired.","If it is the bear, then it will be fierce. ",0
390,"If the bear is heavy, then the lion is sad.","If it is not heavy, then it will be not the bear.",1
391,"If the bear is heavy, then the lion is sad.","If it is the bear, then it will be not heavy. ",0
392,"If the bear is not heavy, then Charlie is not small.","If it is heavy, then it will be not the bear.",1
393,"If the bear is not heavy, then Charlie is not small.","If it is not the bear, then it will be not heavy. ",0
394,"If the bear is not horrible, then the snake is tired.","If it is horrible, then it will be not the bear.",1
395,"If the bear is not horrible, then the snake is tired.",,0
396,"If the bear is powerful, then the bear is not awful.","If it is not powerful, then it will be not the bear.",1
397,"If the bear is powerful, then the bear is not awful.","If it is the bear, then it will be not powerful. ",0
398,"If the bear is not powerful, then the bald eagle is not high.","If it is powerful, then it will be not the bear.",1
399,"If the bear is not powerful, then the bald eagle is not high.",,0
400,"If the bear is angry, then the bald eagle is angry.","If it is not angry, then it will be not the bear.",1
401,"If the bear is angry, then the bald eagle is angry.","If it is angry, then it will be the bear. ",0
402,"If the bear is not angry, then Harry is reckless.","If it is angry, then it will be not the bear.",1
403,"If the bear is not angry, then Harry is reckless.","If it is not the bear, then it will be not angry. ",0
404,"If the bear is high, then the bald eagle is nice.","If it is not high, then it will be not the bear.",1
405,"If the bear is high, then the bald eagle is nice.","If it is the bear, then it will be not high. ",0
406,"If the bear is not high, then the crocodile is not strong.","If it is high, then it will be not the bear.",1
407,"If the bear is not high, then the crocodile is not strong.","If it is not the bear, then it will be not high. ",0
408,"If the bear is huge, then the dog is angry.","If it is not huge, then it will be not the bear.",1
409,"If the bear is huge, then the dog is angry.","If it is huge, then it will be the bear. ",0
410,"If the bear is not huge, then the bald eagle is sad.","If it is huge, then it will be not the bear.",1
411,"If the bear is not huge, then the bald eagle is sad.","If it is not huge, then it will be the bear. ",0
412,"If the bear is short, then the mouse is not smart.","If it is not short, then it will be not the bear.",1
413,"If the bear is short, then the mouse is not smart.","If it is the bear, then it will be not short. ",0
414,"If the bear is not short, then Alan is not cute.","If it is short, then it will be not the bear.",1
415,"If the bear is not short, then Alan is not cute.","If it is not the bear, then it will be not short. ",0
416,"If the bear is thin, then Bob is short.","If it is not thin, then it will be not the bear.",1
417,"If the bear is thin, then Bob is short.","If it is the bear, then it will be not thin. ",0
418,"If the bear is not thin, then the lion is not poor.","If it is thin, then it will be not the bear.",1
419,"If the bear is not thin, then the lion is not poor.","If it is not thin, then it will be the bear. ",0
420,"If the bear is little, then Gary is not short.","If it is, then it will be not the bear.",1
421,"If the bear is little, then Gary is not short.","If it is the bear, then it will be . ",0
422,"If the bear is not little, then the squirrel is not clever.","If it is little, then it will be not the bear.",1
423,"If the bear is not little, then the squirrel is not clever.","If it is not little, then it will be the bear. ",0
424,"If the bear is tiny, then the bald eagle is lovely.","If it is not tiny, then it will be not the bear.",1
425,"If the bear is tiny, then the bald eagle is lovely.","If it is the bear, then it will be not tiny. ",0
426,"If the bear is not tiny, then the lion is not boring.","If it is tiny, then it will be not the bear.",1
