sentence1,sentence2,label
"If Anne is beautiful, then the squirrel is not round.","If Anne wasn't beautiful, the squirrel wouldn't be round.",0
"If the wolf is not horrible, then the tiger is not strong.",Wolfes aren't horrible or Tigers aren't strong.,0
Alan is powerful.,Alan is not powerless.,1
the dog is dull and Gary is angry.,The dog was dull and Gary was not angry.,0
"If Alan is not dull, then the leopard is heavy.",Alan is dull or the leopard is heavy.,0
Harry is furry or the wolf is rough.,Harry is furry or rough as a wolf.,0
Charlie is big and the dinosaur is lazy.,Charlie is big and the dinosaurs aren't lazy.,0
Anne is round or Alan is not tired.,Alan isn't tired if Anne isn't round.,1
the tiger is not strong or Anne is not awful.,Anne wouldn't be awful if the Tiger was strong.,1
"If Charlie is rough, then Alan is boring.",Alan would be boring if Charlie wasn't rough.,0
"If the wolf is angry, then the bear is not huge.","If the wolf wasn't angry, bears wouldn't be huge.",0
"If the rabbit is big, then the mouse is not wealthy.",The rabbit isn't big or the mouse isn't wealthy.,1
"If Harry is not sad, then the lion is not short.",Harry is sad or the Lion is short.,0
Gary is not smart or the bear is not kind.,Gary is smart or bears aren't kind.,0
the tiger is cute and the cat is not funny.,"The cat isn't funny, the tigers are cute.",1
"If the leopard is kind, then Harry is not poor.",The leopard wasn't kind or poor Harry.,1
"If the tiger is not clever, then Harry is thin.",Harry is thin if the Tiger is clever.,0
"If the tiger is quiet, then the crocodile is not beautiful.",Tigers are quiet or crocodiles are ugly.,0
the snake is not slow and the bald eagle is not strong.,The snake was slow and the bald eagle was strong.,0
Anne is not kind or the dinosaur is not small.,"If Anne was kind, the dinosaurs wouldn't be small.",1
Erin is dull and Bob is not round.,Erin is dull and Bob round.,0
Charlie is poor and the bald eagle is not nice.,The bald eagle wasn't nice and Charlie was poor.,1
"If Bob is fierce, then the cat is not poor.",Bob isn't fierce or the cat poor.,1
"If Anne is not horrible, then Bob is small.",Anne was horrible or Bob wasn't small.,0
the wolf is lovely. or the dog is not round,The wolf is lovely or round the dog.,0
"If the squirrel is not high, then Harry is not lovely.",No squirrel high or Harry lovely.,0
the bald eagle is round and the snake is nice.,"Bald Eagle Round, Snake Not Nice",0
"If Anne is tired, then Anne is little.",- rooted in tiredness or being a little Anne.,0
Fiona is angry.,Fiona was unangry.,0
"If the bald eagle is wealthy, then the tiger is high.",The bald eagle is wealthy or the tiger is high.,0
the cat is not round or the rabbit is not thin.,"If the cat is round, the rabbit isn't thin.",1
Dave is reckless or the bald eagle is short.,Dave is either reckless or a bald eagle short.,0
Anne is tiny and the squirrel is not wealthy.,Anne is tiny and the squirrel is wealthy.,0
"If the mouse is not tiny, then the bald eagle is small.","The bald eagle is small, if the mouse is tiny.",0
"If Erin is boring, then the dinosaur is thin.",Erin is either boring or the dinosaurs thin.,0
Alan is not lazy and Bob is not funny.,Alan isn't lazy and Bob is funny.,0
the rabbit is short and the squirrel is not high.,The bunny is short and the squirrel is high.,0
the squirrel is not fierce or the wolf is not furry.,Squirrels are fierce or wolves are not furry.,0
Bob is not tired and the bald eagle is cute.,"Bob isn't tired, the bald eagle isn't cute.",0
"If the mouse is not kind, then the snake is clever.","If the snake isn't clever, the mouse is kind.",1
"If the tiger is not round, then the bald eagle is not boring.","Tiger round, or bald eagle boredom.",0
"If the cat is nice, then the tiger is big.","a nice cat, a big tiger...",0
the rabbit is not lovely or the dog is not rough.,"Bunnies are lovely, or dogs are rough.",0
"If the lion is not rough, then Gary is fierce.","If Gary wasn't fierce, the lion would have been rough.",1
"If the dog is angry, then the cat is not smart.","If the cat was smart, the dog wouldn't be angry.",1
the lion is lazy and Erin is not wealthy.,The Lion is lazy and Erin is wealthy.,0
Gary is smart or the wolf is not high.,Gary is smart or a wolf high.,0
"If Erin is not fierce, then Harry is awful.",Erin is fierce or Harry isn't awful.,0
"If Alan is not smart, then Bob is slow.",Alan is smart or Bob slow.,1
"If Erin is small, then the lion is not angry.",Erin isn't small or angry with the Lion.,1
"If the lion is not short, then Fiona is sad.","If the Lion is short, Fiona is sad.",0
the cat is not funny and the dog is not thin.,The cat isn't funny and the dog is thin.,0
"If Erin is lazy, then the rabbit is not sad.","If Erin wasn't lazy, then no bunny would be sad.",0
"If the lion is sleepy, then the lion is not lovely.",Roos are sleepy or liars aren't lovely.,0
"If the tiger is slow, then Anne is not quiet.","If the Tigers weren't slow, Anne wouldn't be quiet.",0
"If the dinosaur is big, then Erin is not fierce.",Erin isn't fierce unless the dinosaurs are big.,0
"If the snake is not lovely, then the squirrel is not dull.","Snakes are lovely, squirrels are dull.",1
Erin is beautiful. or the crocodile is not nice,Crocodiles aren't nice if Erin isn't beautiful.,1
"If the wolf is not heavy, then Dave is not strong.",Wolf heavy or strong Dave.,0
"If Harry is not bad, then the crocodile is not kind.","If Harry is bad, the crocodiles aren't kind.",0
the crocodile is clever or the dinosaur is short.,Crocodiles are clever or dinosaurs are short.,0
the bear is dull or Bob is rough.,The bear is dull or Bob is rough.,0
the tiger is strong or Dave is not small.,Tiger strong or small Dave.,0
Gary is small or Harry is not lovely.,Gary is small or Harry is lovely.,0
Harry is kind or the mouse is not big.,Harry was kind or the mouse was big.,0
"If Dave is dull, then the bald eagle is not powerful.",Dave isn't dull unless he's a powerful bald eagle.,1
"If Alan is not beautiful, then the rabbit is not rough.",Alan is beautiful or the bunny is rough.,1
the bald eagle is slow or the wolf is big.,"If the bald eagle wasn't slow, the wolf would have been big.",1
"If Anne is not quiet, then the tiger is not sad.","If Anne were quiet, the Tiger wouldn't be sad.",0
the leopard is not lovely and the crocodile is dull.,Crocodiles are dull and leopards aren't lovely.,1
"If the tiger is not round, then the bald eagle is not boring.",Tiger round or bald eagle bored.,1
Harry is not kind or the cat is not rough.,"If Harry was kind, the cat wouldn't be rough.",1
the dinosaur is not thin and Erin is poor.,Erin is poor and the dinosaurs aren't thin.,1
the squirrel is strong or Erin is fierce.,"The squirrel is strong, or Erin isn't fierce.",0
Charlie is heavy or the tiger is not thin.,Tigers aren't thin if Charlie isn't heavy.,1
Dave is not furry and Dave is not smart.,Dave isn't smart and furry.,1
"If Dave is not thin, then the lion is not huge.","Dave isn't thin, or the lion isn't huge.",0
"If the cat is not beautiful, then the tiger is not small.","The cat is beautiful, or the tiger is not small.",1
the tiger is beautiful and Erin is bad.,"Tigers are beautiful, Erin isn't bad.",0
the snake is not smart or Fiona is not heavy.,The snake is smart or Fiona isn't heavy.,0
Erin is big and the squirrel is not lazy.,Erin is big and the squirrel is lazy.,0
Alan is sleepy or Harry is not rough.,Alan is sleepy or Harry rough.,0
"If the squirrel is not lazy, then Charlie is not dull.","If Charlie is dull, the squirrel is lazy.",1
"If the wolf is not little, then the snake is not smart.",The wolf is little or the snake is not smart.,1
"If the wolf is sad, then Dave is furry.","If Dave wasn't furry, it wouldn't be sad for wolves.",1
the bear is not furry and the mouse is huge.,"The mouse is huge, the bear is not furry.",1
the tiger is not tiny and the lion is slow.,"Lions are slow, tigers are not tiny.",1
Erin is short and the bald eagle is thin.,The bald eagle is thin and Erin short.,1
the crocodile is not big and the squirrel is not heavy.,"The squirrels aren't heavy, the crocodiles aren't big.",1
"If the rabbit is sleepy, then the squirrel is not bad.","If the squirrel is bad, the bunny won't be sleepy.",1
the bald eagle is not awful or the cat is not fierce.,Bald Eagles are awful or cats aren't fierce.,0
the leopard is dull or the cat is not strong.,Leopards are dull or strong.,0
"If the snake is big, then the squirrel is strong.","If the snake isn't big, squirrels will be strong.",0
Fiona is thin or Anne is beautiful.,Fiona is thin or Anne isn't beautiful.,0
"If the dinosaur is powerful, then the mouse is funny.",The dinosaurs are powerful or the mouse is funny.,0
Fiona is not strong and the bald eagle is not sad.,Fiona is weak and the bald eagle is sad.,0
"If the leopard is bad, then Anne is not tiny.","If the leopard wasn't bad, Anne wouldn't be tiny.",0
"If the squirrel is rough, then Fiona is not nice.",The squirrels are rough or Fiona isn't nice.,0
Dave is not nice and Harry is round.,Dave wasn't nice and Harry wasn't round.,0
the dinosaur is bad. or the lion is not smart,"If dinosaurs weren't bad, the lion wouldn't be smart.",1
"If Bob is not poor, then the bear is not boring.","If bears bore, Bob would be poor.",1
"If Fiona is tiny, then Bob is not quiet.",Fiona isn't tiny or quiet.,1
"If Anne is round, then Alan is tired.",Anne won't be round if Alan isn't tired.,1
"If Harry is beautiful, then Erin is not cute.",Erin wouldn't be cute if Harry wasn't beautiful.,0
Dave is bad or the mouse is not clever.,"If Dave wasn't bad, the mouse wasn't clever.",1
the leopard is funny or the dinosaur is not huge.,The leopard is funny or the dinosaur is huge.,0
"If Charlie is not beautiful, then the mouse is rough.","If Charlie was beautiful, the mouse would have been rough.",0
Gary is not little and Fiona is not tired.,"Fiona isn't tired, and Gary isn't little.",1
the dog is sleepy and Dave is not high.,"Dave wasn't high, and the dog was sleepy.",1
"If the squirrel is tiny, then Fiona is nice.",The squirrel isn't tiny or Fiona is nice.,1
"If Erin is sleepy, then the bear is not dull.",Erin is sleepy or the bear is dull.,0
Gary is angry. or Bob is not poor,Gary is angry or Bob is poor.,0
the snake is not little and the snake is thin.,The snake isn't little and thin.,0
the snake is clever. or the dinosaur is not big,Snake clever or dinosaur big.,0
"If the bald eagle is not wealthy, then the wolf is not tired.","If the Wolf Tires, the bald eagle is wealthy.",1
the dinosaur is not sad or the snake is not nice.,dinosaur sad or snake not nice.,0
"If Harry is rough, then Anne is not rough.",Harry wouldn't be rough if Anne was.,1
"If the dinosaur is not tiny, then Harry is cute.",Harry would be cute if the dinosaurs were tiny.,0
"If the dog is tiny, then the dog is poor.","If the dog isn't tiny, it's poor.",0
the crocodile is nice or the wolf is wealthy.,"If the crocodiles weren't nice, the wolf would be wealthy.",1
"If the snake is not high, then the rabbit is not dull.",Snake high or bunny dull.,0
"If Bob is not high, then the leopard is not cute.",The leopard isn't cute when Bob is high.,0
"If the wolf is round, then the bald eagle is high.","If the wolf wasn't round, the bald eagle would have been high.",0
"If the tiger is not wealthy, then Gary is quiet.",If the Tiger was wealthy Gary would be quiet.,0
"If Harry is lazy, then Anne is quiet.","If Harry wasn't lazy, Anne would be quiet.",0
the leopard is not awful and Fiona is not fierce.,"Fiona isn't fierce, the leopard isn't awful.",1
"If Anne is furry, then the bald eagle is thin.",Anne isn't furry unless a bald eagle is thin.,1
the dinosaur is not funny and the cat is not fierce.,"The dinosaurs aren't funny, the cats are fierce.",0
Gary is dull. or Dave is not clever,Gary is dull or Dave clever.,0
"If Harry is not poor, then the crocodile is beautiful.",Harry is poor without a crocodile to be beautiful.,1
"If Bob is small, then the tiger is small.","Bob isn't small, or a tiger isn't small.",0
Fiona is quiet and the tiger is not tiny.,"The tiger wasn't tiny, Fiona was quiet.",1
"If Bob is not smart, then Erin is not small.","If Bob was smart, Erin wouldn't be small.",0
"If the bear is not kind, then Anne is not nice.",Bears are kind or Anne isn't nice.,1
the cat is not fierce and the leopard is not rough.,"The cat isn't fierce, the leopard is rough.",0
Bob is lazy or the rabbit is not bad.,"If Bob isn't lazy, then bunnies aren't bad.",1
Bob is not slow or the wolf is not smart.,"If Bob is slow, the Wolf isn't smart.",1
"If the rabbit is not round, then Bob is sad.","If Bob isn't sad, the rabbits will be round.",1
"If the dog is beautiful, then Charlie is powerful.",The roots are beautiful or Charlie powerful.,0
"If the mouse is not reckless, then Gary is not short.",The mouse was reckless or Gary was short.,1
