sentence1,sentence2,label
"If the mouse is not powerful, then the dinosaur is furry.","If the dinosaur was not furry, the mouse would be powerful.",1
the crocodile is lovely or Anne is not powerful.,Crocodile is lovely or powerful Anne.,0
Anne is strong.,Anne is weak.,0
"If Erin is angry, then the crocodile is horrible.",Erin's anger or the crocodile's horrible roots.,1
the crocodile is not furry and the dinosaur is quiet.,The dinosaur was quiet and the crocodile was not furry.,1
Bob is tired or the leopard is small.,"If Bob is tired, the leopard is small.",1
Dave is tiny or Alan is thin.,Dave is tiny or Alan is thin.,0
Alan is not round or the mouse is poor.,Alan is not round or the mouse is poor.,0
Fiona is awful and the leopard is not big.,The leopard is not big and Fiona is awful.,1
the cat is poor or the tiger is not lovely.,"If the cat is poor, the tiger is not lovely.",1
the squirrel is not dull and Harry is not kind.,Harry is not kind and the squirrel is not dull.,1
"If the snake is furry, then Anne is not heavy.","Anne is not heavy, the snake is furry.",1
Fiona is fierce or Harry is not tired.,"If Fiona is fierce, Harry will not get tired.",1
"If Bob is powerful, then the bald eagle is reckless.","If the bald eagle wasn't reckless, Bob wouldn't be powerful.",1
the snake is not sad or the tiger is kind.,The snake is not sad or the tiger is not kind.,0
"If Anne is not slow, then the bald eagle is awful.","If Anne was slow, the bald eagle would be awful.",0
the wolf is not nice and Anne is bad.,Anne is bad and the wolf is not nice.,1
"If the wolf is not sad, then the bald eagle is not bad.",Bbald Eagles are not bad if the Wolf is sad.,0
"If the cat is furry, then the cat is bad.","If the cat isn't furry, it's bad.",0
Anne is not thin and the tiger is not sleepy.,The tiger is not sleepy and Anne is not thin.,1
"If Alan is not rough, then the leopard is dull.",Alan would be rough without a dull leopard.,1
the crocodile is not little and the dog is not huge.,The dog is not huge and the crocodile is not little.,1
Gary is poor and Alan is not dull.,Gary is poor and Alan is dull.,0
"If the crocodile is not little, then the cat is strong.","The cat is strong, the crocodile is little.",0
Fiona is heavy and the mouse is short.,Fiona is heavy and the mouse isn't short.,0
the squirrel is not high or Fiona is not dull.,The squirrel was not high or dull.,0
Gary is dull and the tiger is beautiful.,Gary is dull and the tiger is ugly.,0
Charlie is not huge or the rabbit is awful.,"If Charlie is not huge, then the bunny is awful.",1
the lion is powerful or Fiona is dull.,The Lion is powerless or Fiona is dull.,0
"If the mouse is round, then the dog is wealthy.","If the dog wasn't wealthy, the mouse wouldn't be round.",0
"If the bear is nice, then Charlie is quiet.",Charlie would be quiet if the bear wasn't nice.,0
the cat is not sad and Charlie is horrible.,Charlie was horrible and the cat was not sad.,1
Fiona is big or Dave is not awful.,"If Fiona was big, Dave would not have been awful.",1
"If Fiona is not thin, then Charlie is beautiful.","If Charlie wasn't beautiful, Fiona would be thin.",1
"If the dinosaur is thin, then the lion is sad.",The dinosaurs are not thin unless the lion is sad.,1
the snake is not high or Charlie is beautiful.,The snake is not high or Charlie isn't beautiful.,0
the mouse is nice or Bob is not quiet.,"If the mouse was nice, Bob would not have been quiet.",1
Fiona is powerful or the leopard is not nice.,Fiona is powerful or the leopard is nice.,0
"If the bear is not huge, then the bald eagle is sad.","If the bald eagle wasn't sad, the bear would be huge.",1
Dave is big or the lion is angry.,"If Dave were big, the Lion would be angry.",1
"If the crocodile is not slow, then Charlie is sleepy.",Charlie would be sleepy if the crocodile was slow.,0
Gary is nice and Bob is thin.,Gary is nice and Bob isn't thin.,0
"If Anne is slow, then the squirrel is horrible.",Whether it's the'slow' Anne or the horrible squirrel.,1
"If Dave is boring, then Dave is smart.","If Dave isn't smart, he won't be bored.",0
the lion is boring or the snake is not bad.,"If the lion is bored, the snake is not bad.",1
the tiger is not bad and the squirrel is horrible.,The squirrel was horrible and the tiger was not bad.,1
the bald eagle is not funny and the leopard is sad.,The Bald Eagle is not funny and the Leopard isn't sad.,0
Alan is not lazy and Anne is slow.,Anne is slow and Alan is not lazy.,1
the leopard is not funny and the snake is not powerful.,The leopard is not funny and the snake is powerful.,0
Erin is sad and the crocodile is round.,Crocodile round and sad Erin.,1
"If the lion is clever, then the tiger is cute.",The Lion isn't clever unless the Tiger is cute.,1
"If the bald eagle is not tiny, then the dinosaur is not tired.",The bald eagle isn't tiny or the dinosaurs aren't tired.,1
the crocodile is not high or Charlie is not bad.,Crocodiles are not high or Charlie is bad.,0
the lion is lazy or the bald eagle is cute.,The lion is lazy or the bald eagle isn't cute.,0
"If Charlie is not awful, then the bald eagle is quiet.",Charlie isn't awful or the bald eagle is quiet.,1
"If Alan is boring, then Alan is not funny.",Alan is either boring or not funny.,1
"If the dinosaur is huge, then Charlie is not high.","If Charlie was high, the dinosaurs wouldn't be huge.",1
"If Anne is not smart, then the rabbit is reckless.",Anne isn't smart or the bunny is reckless.,1
the lion is not big and the bear is not sad.,The bear is not sad and the lion is not big.,1
"If the tiger is tired, then the mouse is not furry.","The mouse is not furry, the tiger is tired.",1
"If Gary is heavy, then the snake is sad.",Gary is heavy or sad snake.,1
the rabbit is not heavy or the cat is not smart.,"If the bunny is not heavy, the cat is not smart.",1
the squirrel is little or the leopard is small.,"If the squirrel is little, the leopard is small.",1
Alan is not sad or Fiona is horrible.,"If Alan was not sad, Fiona would have been horrible.",1
Alan is poor or the bear is bad.,"If Alan was poor, the bear would be bad.",1
the dog is little or Erin is wealthy.,The dog is little or Erin isn't wealthy.,0
"If the rabbit is not beautiful, then the dog is clever.","If the bunny is beautiful, the dog is clever.",0
the tiger is not slow or the rabbit is wealthy.,Tiger is not slow or rabbit is not wealthy.,0
"If the rabbit is kind, then Fiona is not bad.","If Fiona is bad, the bunny isn't kind.",1
"If the dog is not sleepy, then Gary is tired.",Whether the dog is sleepy or Gary is tired.,1
"If the bear is not lovely, then the leopard is not poor.","If the leopard is poor, the bear would be lovely.",1
"If the dog is quiet, then Alan is not sad.",The dog was quiet or Alan was sad.,1
"If the squirrel is not fierce, then the dog is not boring.","If the dog is bored, the squirrel will be fierce.",1
the tiger is not horrible and the snake is powerful.,The snake is powerful and the tiger is not horrible.,1
Dave is not beautiful or the dog is boring.,"If Dave is not beautiful, the dog will be bored.",1
"If Alan is not dull, then Dave is thin.","If Alan is dull, Dave is thin.",0
Alan is not dull or Erin is not big.,Erin would not be big if Alan was not dull.,1
"If the squirrel is rough, then the dinosaur is not wealthy.",A dinosaur is not wealthy if the squirrel isn't rough.,0
the lion is not short or the squirrel is dull.,"If the lion isn't short, the squirrel will not be dull.",1
the tiger is not sad and the snake is not boring.,The snake is not boring and the tiger is not sad.,1
"If Bob is big, then Erin is funny.","If Bob wasn't big, Erin would have been funny.",0
the rabbit is heavy and the tiger is lovely.,The tiger is lovely and the bunny heavy.,1
"If Anne is thin, then Bob is not short.","Bob is not short, Anne is not thin.",0
the crocodile is not dull or the wolf is not thin.,Crocodile not dull or wolf thin.,0
"If the rabbit is lovely, then Gary is angry.","If the bunny wasn't lovely, Gary would be angry.",0
Erin is not huge and the cat is not nice.,Erin is not huge and the cat is nice.,0
the squirrel is not reckless and Erin is round.,Erin is round and the squirrel is not reckless.,1
Dave is not rough or Anne is not huge.,Dave is not rough or Anne is huge.,0
Anne is huge or Harry is not short.,Anne was huge or Harry short.,0
the bear is tired and the bald eagle is not little.,The bald eagle is not little and the bear is tired.,1
"If the cat is not small, then Harry is not short.","If Harry is short, the cat is small.",1
"If the snake is not lovely, then Harry is not wealthy.",The snake isn't lovely or Harry isn't wealthy.,1
"If the rabbit is not angry, then the dinosaur is poor.","If dinosaurs weren't poor, the bunny would be angry.",1
the rabbit is fierce or the leopard is round.,"If the rabbit is fierce, the leopard is round.",1
Gary is not boring and the mouse is not heavy.,The mouse is not heavy and Gary is not boring.,1
"If Erin is slow, then the tiger is not poor.","If the tiger is poor, Erin will not be slow.",1
"If the lion is not dull, then Bob is not tiny.","If Bob was tiny, the lion would have been dull.",1
the squirrel is horrible or the squirrel is rough.,"If the squirrel was horrible, it would be rough.",1
Fiona is powerful and the leopard is not nice.,Fiona is powerful and the leopard is nice.,0
the squirrel is high and Fiona is cute.,Fiona is cute and the squirrel is high.,1
"If the crocodile is tiny, then Bob is slow.","If Bob wasn't slow, the crocodile wouldn't be tiny.",1
Gary is tiny and the rabbit is thin.,The rabbit is thin and Gary is tiny.,1
"If the tiger is not round, then Erin is not awful.",Tigers aren't round or Erin isn't awful.,1
"If the bald eagle is short, then Bob is not horrible.",Bob would not be horrible if the bald eagle wasn't short.,0
"If Anne is not angry, then Fiona is not rough.","If Fiona was rough, Anne would be angry.",1
the rabbit is not lovely and the leopard is not short.,The bunny is not lovely and the leopard is short.,0
the rabbit is rough and the tiger is not tiny.,The tiger is not tiny and the rabbit rough.,1
Dave is not fierce and Dave is huge.,Dave is huge and not fierce.,1
Alan is not horrible and the squirrel is beautiful.,Alan is not horrible and the squirrel isn't beautiful.,0
"If the snake is angry, then the rabbit is strong.",Snake anger or bunny strength.,1
Dave is not wealthy or the dog is not heavy.,Dave is not wealthy or the dog heavy.,0
"If the bear is not smart, then the mouse is not awful.",The mouse is not awful if the bear is smart.,0
the tiger is not small or Anne is clever.,"If the tiger is not small, Anne is clever.",1
"If the crocodile is cute, then the leopard is not awful.",The leopard is not awful unless the crocodile is cute.,0
"If the squirrel is short, then the squirrel is not little.",The squirrel is short or not little.,1
"If the cat is not heavy, then the bear is not tired.",The bear is not tired if the cat is heavy.,0
the dog is not rough and Charlie is short.,The dog is not rough and Charlie isn't short.,0
"If the squirrel is not tired, then Charlie is dull.",Charlie is dull when the squirrel is tired.,0
"If the wolf is not sad, then the bald eagle is not bad.","If the bald eagles were bad, the wolves would be sad.",1
Dave is little and the mouse is not funny.,The mouse is not funny and Dave is a little.,1
"If the wolf is not sleepy, then the cat is not dull.",The cat is not dull if the wolf is sleepy.,0
"If the mouse is furry, then the bald eagle is not huge.",The Bald Eagle is not huge if the mouse isn't furry.,0
the crocodile is not rough or the lion is angry.,"If the crocodile isn't rough, the lion is not angry.",1
Fiona is sad and Erin is not cute.,Fiona is sad and Erin is cute.,0
"If the snake is cute, then the leopard is not rough.",Snakes are cute or leopards are rough.,1
Charlie is wealthy and the wolf is thin.,Charlie is wealthy and the wolf isn't thin.,0
"If the mouse is not funny, then Bob is wealthy.","Bob is wealthy, or the mouse is not funny.",1
Erin is not kind and Harry is awful.,Erin was not kind and Harry wasn't awful.,0
"If Fiona is bad, then the bear is smart.",Fiona isn't bad if the bear isn't smart.,1
