,Original_Sentence,Parsed_Sentence
108,Erin is not slow and the tiger is cute.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ cute)))) (. .))
109,"If the leopard is rough, then the lion is nice.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ nice))) (. .))"
110,"If Erin is horrible, then Fiona is not sad.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .))"
111,"If the lion is not powerful, then the snake is sad.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
112,"If the wolf is powerful, then the wolf is kind.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ kind))) (. .))"
113,"If the leopard is not reckless, then the cat is smart.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ smart))) (. .))"
114,the tiger is powerful.,(S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ powerful))) (. .))
115,"If the tiger is boring, then the squirrel is heavy.","(S (SBAR (IN If) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ heavy))) (. .))"
116,"If Dave is angry, then the snake is rough.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ angry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ rough))) (. .))"
117,Charlie is dull and Gary is not tiny.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (. .))
118,the bald eagle is quiet or the crocodile is not cute.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC or) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ cute)))) (. .))
119,"If Charlie is not slow, then Dave is not tiny.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))) (. .))"
120,Fiona is short and Gary is short.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ short)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ short)))) (. .))
121,Harry is lazy or the wolf is kind.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ lazy)))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ kind)))) (. .))
122,Gary is thin or the bear is nice.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ thin)))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ nice)))) (. .))
123,"If the mouse is kind, then Gary is not beautiful.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful))) (. .))"
124,Gary is not smart and Gary is not lovely.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart))))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .))
125,Anne is small or the dinosaur is round.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ small)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ round)))) (. .))
126,"If the dinosaur is not bad, then the squirrel is not heavy.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ bad)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))"
127,"If the dog is not tired, then Alan is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tired)))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))"
128,Dave is not round or Bob is quiet.,(S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (CC or) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ quiet)))) (. .))
129,the wolf is not tired and Gary is not strong.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ strong)))) (. .))
130,"If the tiger is not kind, then Anne is not nice.","(S (SBAR (IN If) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .))"
131,"If the dog is not thin, then the squirrel is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))"
132,"If Bob is smart, then the leopard is smart.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ smart))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ smart))) (. .))"
133,"If Charlie is not wealthy, then the dinosaur is dull.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
134,"If Anne is rough, then the leopard is not cute.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ cute))) (. .))"
135,Dave is not dull or Charlie is awful.,(S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ dull)) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ awful)))) (. .))
136,"If the cat is not funny, then the rabbit is reckless.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))"
137,"If Dave is huge, then Bob is not furry.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ huge))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ furry))) (. .))"
138,the snake is horrible or the bald eagle is not strong.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ horrible)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ strong)))) (. .))
139,the tiger is cute and Gary is tiny.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ cute)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .))
140,the crocodile is not slow or the dinosaur is not dull.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .))
141,"If Alan is powerful, then Fiona is not round.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))"
142,"If the mouse is not sleepy, then Fiona is little.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (NP (JJ little))) (. .))"
143,Gary is not rough and the lion is not slow.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (NP (JJ rough))))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (. .))
144,"If Charlie is not slow, then Dave is not tiny.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))) (. .))"
145,"If the snake is round, then Bob is not big.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ round))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ big))) (. .))"
146,"If the mouse is not beautiful, then Gary is small.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ small))) (. .))"
147,"If the dog is rough, then the cat is awful.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ awful))) (. .))"
148,"If Alan is small, then Harry is slow.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ slow))) (. .))"
149,the bear is not small or the squirrel is not clever.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ small)))) (CC or) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (. .))
150,"If the bear is not tiny, then the lion is not boring.","(S (SBAR (IN If) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tiny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))"
151,the mouse is cute and Charlie is not lovely.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ cute)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .))
152,the mouse is not little and Anne is smart.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (NP (JJ little)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ smart)))) (. .))
153,"If Alan is high, then the rabbit is strong.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ strong))) (. .))"
154,the squirrel is not short or the mouse is rough.,(S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ short))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ rough))) (. .))
155,the cat is not funny and Harry is not horrible.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (CC and) (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ horrible)))) (. .))
156,the tiger is not tiny and the bear is big.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ big)))) (. .))
157,"If Fiona is not thin, then Charlie is beautiful.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))"
158,"If the snake is horrible, then Anne is round.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ round))) (. .))"
159,"If the rabbit is not nice, then Alan is thin.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ thin))) (. .))"
160,"If Charlie is not tiny, then Fiona is smart.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tiny)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ smart))) (. .))"
161,"If Erin is not high, then Gary is not lovely.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .))"
162,Fiona is powerful or the leopard is not nice.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC or) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .))
163,"If the squirrel is not rough, then the bald eagle is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))"
164,Bob is not short or Fiona is dull.,(S (NP (NNP Bob)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ dull))) (. .))
165,Bob is not dull or Dave is tiny.,(S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (CC or) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .))
166,the dinosaur is not rough and Alan is not angry.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ angry)))) (. .))
167,"If Harry is not short, then the crocodile is heavy.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ heavy))) (. .))"
168,the dinosaur is quiet and the cat is tiny.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .))
169,"If Gary is not wealthy, then the snake is not big.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ wealthy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ big))) (. .))"
170,Bob is not kind or Bob is dull.,(S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ kind)) (CC or) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ dull)))) (. .))
171,Erin is fierce and Fiona is not beautiful.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ fierce)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .))
172,Dave is not bad or Alan is boring.,(S (NP (NNP Dave)) (VP (VP (VBZ is) (RB not) (ADJP (JJ bad))) (CC or) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ boring)))) (. .))
173,"If the squirrel is high, then the lion is reckless.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))"
174,"If the squirrel is quiet, then Dave is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))"
175,the squirrel is nice or Charlie is big.,(S (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ nice)))) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ big))) (. .))
176,"If the mouse is not strong, then the tiger is high.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ high))) (. .))"
177,"If the dinosaur is powerful, then the mouse is kind.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ kind))) (. .))"
178,"If the dog is not poor, then the mouse is boring.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ poor)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ boring))) (. .))"
179,the dog is not short or Alan is not kind.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (CC or) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .))
180,the tiger is not little or the bald eagle is clever.,(S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (NP (JJ little))) (CC or) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ clever))) (. .))
181,the snake is not tired and the dinosaur is kind.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ kind)))) (. .))
182,"If Bob is not quiet, then the dinosaur is not huge.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ huge))) (. .))"
183,the bear is not nice or the squirrel is small.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC or) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ small)))) (. .))
184,"If the squirrel is not funny, then the rabbit is kind.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ kind))) (. .))"
185,Dave is tired or Charlie is not funny.,(S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ tired))) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ funny))) (. .))
186,"If Anne is not dull, then the squirrel is horrible.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ horrible))) (. .))"
187,the tiger is lovely or Erin is funny.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ lovely)))) (CC or) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ funny)))) (. .))
188,"If Anne is not poor, then the rabbit is not strong.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .))"
189,Anne is funny or the rabbit is boring.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ funny)))) (CC or) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ boring)))) (. .))
190,the leopard is strong or the leopard is quiet.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ strong)))) (CC or) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ quiet)))) (. .))
191,"If the rabbit is kind, then Fiona is not bad.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))"
192,"If Erin is big, then Charlie is small.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ small))) (. .))"
193,"If the snake is powerful, then Erin is strong.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ strong))) (. .))"
194,"If the snake is huge, then the lion is not high.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ huge))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .))"
195,the tiger is furry and Charlie is not furry.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ furry)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ furry)))) (. .))
196,"If the bald eagle is tired, then Gary is strong.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ strong))) (. .))"
197,"If Harry is funny, then the bear is not bad.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))"
198,"If Harry is little, then the bear is quiet.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (NP (JJ little))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ quiet))) (. .))"
199,"If the mouse is powerful, then Anne is not dull.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))"
200,Harry is not funny or Anne is not rough.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (CC or) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .))
201,"If the rabbit is not awful, then Charlie is quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ awful)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ quiet))) (. .))"
202,the mouse is smart and the bald eagle is nice.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ smart)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ nice)))) (. .))
203,the dog is rough or the mouse is cute.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ rough)))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ cute))) (. .))
204,the leopard is sleepy and Fiona is not horrible.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ sleepy)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ horrible)))) (. .))
205,the rabbit is strong.,(S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ strong))) (. .))
206,"If Charlie is not tiny, then Fiona is smart.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tiny)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ smart))) (. .))"
207,"If Fiona is tired, then the bald eagle is fierce.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ fierce))) (. .))"
208,the dog is rough or the lion is short.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ rough)))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ short))) (. .))
209,the snake is not nice or the tiger is poor.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC or) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ poor)))) (. .))
210,Charlie is horrible or Alan is kind.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ horrible)))) (CC or) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ kind)))) (. .))
211,"If Charlie is not thin, then the leopard is not lazy.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ lazy))) (. .))"
212,Bob is not furry or Gary is not cute.,(S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ furry))) (CC or) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ cute))) (. .))
213,"If the snake is clever, then Gary is not dull.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))"
214,Bob is huge and the squirrel is not nice.,(S (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ huge)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (. .))
215,the dog is not strong or the tiger is not huge.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong))))) (CC or) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (. .))
