Sentences,Logic-words
the squirrel is heavy.,positive
the squirrel is not heavy.,negative
the squirrel is horrible.,positive
the squirrel is not horrible.,negative
the squirrel is powerful.,positive
the squirrel is not powerful.,negative
the squirrel is angry.,positive
the squirrel is not angry.,negative
the squirrel is high.,positive
the squirrel is not high.,negative
the squirrel is huge.,positive
the squirrel is not huge.,negative
the squirrel is short.,positive
the squirrel is not short.,negative
the squirrel is thin.,positive
the squirrel is not thin.,negative
the squirrel is little.,positive
the squirrel is not little.,negative
the squirrel is tiny.,positive
the squirrel is not tiny.,negative
the squirrel is wealthy.,positive
the squirrel is not wealthy.,negative
the squirrel is poor.,positive
the squirrel is not poor.,negative
the squirrel is dull.,positive
the squirrel is not dull.,negative
the squirrel is rough.,positive
the squirrel is not rough.,negative
the squirrel is bad.,positive
the squirrel is not bad.,negative
the squirrel is sad.,positive
the squirrel is not sad.,negative
Anne is kind.,positive
Anne is not kind.,negative
Anne is quiet.,positive
Anne is not quiet.,negative
Anne is round.,positive
Anne is not round.,negative
Anne is nice.,positive
Anne is not nice.,negative
Anne is smart.,positive
Anne is not smart.,negative
Anne is clever.,positive
Anne is not clever.,negative
Anne is dull.,positive
Anne is not dull.,negative
Anne is rough.,positive
Anne is not rough.,negative
Anne is lazy.,positive
Anne is not lazy.,negative
Anne is slow.,positive
Anne is not slow.,negative
Anne is sleepy.,positive
Anne is not sleepy.,negative
Anne is boring.,positive
Anne is not boring.,negative
Anne is tired.,positive
Anne is not tired.,negative
Anne is reckless.,positive
Anne is not reckless.,negative
Anne is furry.,positive
Anne is not furry.,negative
Anne is small.,positive
Anne is not small.,negative
Anne is cute.,positive
Anne is not cute.,negative
Anne is lovely.,positive
Anne is not lovely.,negative
Anne is beautiful.,positive
Anne is not beautiful.,negative
Anne is funny.,positive
Anne is not funny.,negative
Anne is big.,positive
Anne is not big.,negative
Anne is strong.,positive
Anne is not strong.,negative
Anne is awful.,positive
Anne is not awful.,negative
Anne is fierce.,positive
Anne is not fierce.,negative
Anne is heavy.,positive
Anne is not heavy.,negative
Anne is horrible.,positive
Anne is not horrible.,negative
Anne is powerful.,positive
Anne is not powerful.,negative
Anne is angry.,positive
Anne is not angry.,negative
Anne is high.,positive
Anne is not high.,negative
Anne is huge.,positive
Anne is not huge.,negative
Anne is short.,positive
Anne is not short.,negative
Anne is thin.,positive
Anne is not thin.,negative
Anne is little.,positive
Anne is not little.,negative
Anne is tiny.,positive
Anne is not tiny.,negative
Anne is wealthy.,positive
Anne is not wealthy.,negative
Anne is poor.,positive
Anne is not poor.,negative
Anne is dull.,positive
Anne is not dull.,negative
Anne is rough.,positive
Anne is not rough.,negative
Anne is bad.,positive
Anne is not bad.,negative
Anne is sad.,positive
Anne is not sad.,negative
Alan is kind.,positive
Alan is not kind.,negative
Alan is quiet.,positive
Alan is not quiet.,negative
Alan is round.,positive
Alan is not round.,negative
Alan is nice.,positive
Alan is not nice.,negative
Alan is smart.,positive
Alan is not smart.,negative
Alan is clever.,positive
Alan is not clever.,negative
Alan is dull.,positive
Alan is not dull.,negative
Alan is rough.,positive
Alan is not rough.,negative
Alan is lazy.,positive
Alan is not lazy.,negative
Alan is slow.,positive
Alan is not slow.,negative
Alan is sleepy.,positive
Alan is not sleepy.,negative
Alan is boring.,positive
Alan is not boring.,negative
Alan is tired.,positive
Alan is not tired.,negative
Alan is reckless.,positive
Alan is not reckless.,negative
Alan is furry.,positive
Alan is not furry.,negative
Alan is small.,positive
Alan is not small.,negative
Alan is cute.,positive
Alan is not cute.,negative
Alan is lovely.,positive
Alan is not lovely.,negative
Alan is beautiful.,positive
Alan is not beautiful.,negative
Alan is funny.,positive
Alan is not funny.,negative
Alan is big.,positive
Alan is not big.,negative
Alan is strong.,positive
Alan is not strong.,negative
Alan is awful.,positive
Alan is not awful.,negative
Alan is fierce.,positive
Alan is not fierce.,negative
Alan is heavy.,positive
Alan is not heavy.,negative
Alan is horrible.,positive
Alan is not horrible.,negative
Alan is powerful.,positive
Alan is not powerful.,negative
Alan is angry.,positive
Alan is not angry.,negative
Alan is high.,positive
Alan is not high.,negative
Alan is huge.,positive
Alan is not huge.,negative
Alan is short.,positive
Alan is not short.,negative
Alan is thin.,positive
Alan is not thin.,negative
Alan is little.,positive
Alan is not little.,negative
Alan is tiny.,positive
Alan is not tiny.,negative
Alan is wealthy.,positive
Alan is not wealthy.,negative
Alan is poor.,positive
Alan is not poor.,negative
Alan is dull.,positive
Alan is not dull.,negative
Alan is rough.,positive
Alan is not rough.,negative
Alan is bad.,positive
Alan is not bad.,negative
Alan is sad.,positive
Alan is not sad.,negative
Bob is kind.,positive
Bob is not kind.,negative
Bob is quiet.,positive
Bob is not quiet.,negative
Bob is round.,positive
Bob is not round.,negative
Bob is nice.,positive
Bob is not nice.,negative
Bob is smart.,positive
Bob is not smart.,negative
Bob is clever.,positive
Bob is not clever.,negative
Bob is dull.,positive
Bob is not dull.,negative
Bob is rough.,positive
Bob is not rough.,negative
Bob is lazy.,positive
Bob is not lazy.,negative
Bob is slow.,positive
Bob is not slow.,negative
Bob is sleepy.,positive
Bob is not sleepy.,negative
Bob is boring.,positive
Bob is not boring.,negative
Bob is tired.,positive
Bob is not tired.,negative
Bob is reckless.,positive
Bob is not reckless.,negative
Bob is furry.,positive
Bob is not furry.,negative
Bob is small.,positive
Bob is not small.,negative
Bob is cute.,positive
Bob is not cute.,negative
Bob is lovely.,positive
Bob is not lovely.,negative
Bob is beautiful.,positive
Bob is not beautiful.,negative
Bob is funny.,positive
Bob is not funny.,negative
Bob is big.,positive
Bob is not big.,negative
Bob is strong.,positive
Bob is not strong.,negative
Bob is awful.,positive
Bob is not awful.,negative
Bob is fierce.,positive
Bob is not fierce.,negative
Bob is heavy.,positive
Bob is not heavy.,negative
Bob is horrible.,positive
Bob is not horrible.,negative
Bob is powerful.,positive
Bob is not powerful.,negative
Bob is angry.,positive
Bob is not angry.,negative
Bob is high.,positive
Bob is not high.,negative
Bob is huge.,positive
Bob is not huge.,negative
Bob is short.,positive
Bob is not short.,negative
Bob is thin.,positive
Bob is not thin.,negative
Bob is little.,positive
Bob is not little.,negative
Bob is tiny.,positive
Bob is not tiny.,negative
Bob is wealthy.,positive
Bob is not wealthy.,negative
Bob is poor.,positive
Bob is not poor.,negative
Bob is dull.,positive
Bob is not dull.,negative
Bob is rough.,positive
Bob is not rough.,negative
Bob is bad.,positive
Bob is not bad.,negative
Bob is sad.,positive
Bob is not sad.,negative
Charlie is kind.,positive
Charlie is not kind.,negative
Charlie is quiet.,positive
Charlie is not quiet.,negative
Charlie is round.,positive
Charlie is not round.,negative
Charlie is nice.,positive
Charlie is not nice.,negative
Charlie is smart.,positive
Charlie is not smart.,negative
Charlie is clever.,positive
Charlie is not clever.,negative
Charlie is dull.,positive
Charlie is not dull.,negative
Charlie is rough.,positive
Charlie is not rough.,negative
Charlie is lazy.,positive
Charlie is not lazy.,negative
Charlie is slow.,positive
Charlie is not slow.,negative
Charlie is sleepy.,positive
Charlie is not sleepy.,negative
Charlie is boring.,positive
Charlie is not boring.,negative
Charlie is tired.,positive
Charlie is not tired.,negative
Charlie is reckless.,positive
Charlie is not reckless.,negative
Charlie is furry.,positive
Charlie is not furry.,negative
Charlie is small.,positive
Charlie is not small.,negative
Charlie is cute.,positive
Charlie is not cute.,negative
Charlie is lovely.,positive
Charlie is not lovely.,negative
Charlie is beautiful.,positive
Charlie is not beautiful.,negative
Charlie is funny.,positive
Charlie is not funny.,negative
Charlie is big.,positive
Charlie is not big.,negative
Charlie is strong.,positive
Charlie is not strong.,negative
Charlie is awful.,positive
Charlie is not awful.,negative
Charlie is fierce.,positive
Charlie is not fierce.,negative
Charlie is heavy.,positive
Charlie is not heavy.,negative
Charlie is horrible.,positive
Charlie is not horrible.,negative
Charlie is powerful.,positive
Charlie is not powerful.,negative
Charlie is angry.,positive
Charlie is not angry.,negative
Charlie is high.,positive
Charlie is not high.,negative
Charlie is huge.,positive
Charlie is not huge.,negative
Charlie is short.,positive
Charlie is not short.,negative
Charlie is thin.,positive
Charlie is not thin.,negative
Charlie is little.,positive
Charlie is not little.,negative
Charlie is tiny.,positive
Charlie is not tiny.,negative
Charlie is wealthy.,positive
Charlie is not wealthy.,negative
Charlie is poor.,positive
Charlie is not poor.,negative
Charlie is dull.,positive
Charlie is not dull.,negative
Charlie is rough.,positive
Charlie is not rough.,negative
Charlie is bad.,positive
Charlie is not bad.,negative
Charlie is sad.,positive
Charlie is not sad.,negative
Dave is kind.,positive
Dave is not kind.,negative
Dave is quiet.,positive
Dave is not quiet.,negative
Dave is round.,positive
Dave is not round.,negative
Dave is nice.,positive
Dave is not nice.,negative
Dave is smart.,positive
Dave is not smart.,negative
Dave is clever.,positive
Dave is not clever.,negative
Dave is dull.,positive
Dave is not dull.,negative
Dave is rough.,positive
Dave is not rough.,negative
Dave is lazy.,positive
Dave is not lazy.,negative
Dave is slow.,positive
Dave is not slow.,negative
Dave is sleepy.,positive
Dave is not sleepy.,negative
Dave is boring.,positive
Dave is not boring.,negative
Dave is tired.,positive
Dave is not tired.,negative
Dave is reckless.,positive
Dave is not reckless.,negative
Dave is furry.,positive
