,Original_Sentence,Parsed_Sentence,LReasoner_generated
95,Anne is short and the snake is poor.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ short)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ poor)))) (. .)),"If it is not short, then it will be not Anne."
96,Bob is not funny or Gary is fierce.,(S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ funny)) (CC or) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .)),"If it is funny or Gary is fierce, then it will be not Bob."
97,"If the mouse is clever, then the cat is thin.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ thin))) (. .))","If it is not clever, then it will be not the mouse."
98,"If the rabbit is nice, then Dave is slow.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ slow))) (. .))","If it is not nice, then it will be not the rabbit."
99,"If Alan is poor, then the bald eagle is not wealthy.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))) (. .))","If it is not poor, then it will be not Alan."
100,Charlie is not nice or Anne is smart.,(S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ nice)) (CC or) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ smart)))) (. .)),"If it is nice or Anne is smart, then it will be not Charlie."
101,"If Erin is not round, then the cat is huge.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ round))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ huge))) (. .))","If it is round, then it will be not Erin."
102,the wolf is not tiny or the lion is not bad.,(S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))) (CC or) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .)),"If it is tiny, then it will be not the wolf."
103,Bob is not sleepy or Charlie is not rough.,(S (NP (NNP Bob)) (VP (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (CC or) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (. .)),"If it is Charlie, then it will be not Bob."
104,"If the mouse is not tired, then the lion is not kind.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))","If it is tired, then it will be not the mouse."
105,"If the crocodile is not bad, then Fiona is not tiny.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ bad)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))) (. .))","If it is bad, then it will be not the crocodile."
106,"If the mouse is not nice, then Charlie is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ nice)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))","If it is nice, then it will be not the mouse."
107,"If the bear is not dull, then Harry is dull.","(S (SBAR (IN If) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ dull)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ dull))) (. .))","If it is dull, then it will be not the bear."
108,Erin is not slow and the tiger is cute.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ cute)))) (. .)),"If it is slow, then it will be not Erin."
109,"If the leopard is rough, then the lion is nice.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is not rough, then it will be not the leopard."
110,"If Erin is horrible, then Fiona is not sad.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .))","If it is not horrible, then it will be not Erin."
111,"If the lion is not powerful, then the snake is sad.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ sad))) (. .))","If it is powerful, then it will be not the lion."
112,"If the wolf is powerful, then the wolf is kind.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ kind))) (. .))","If it is not powerful, then it will be not the wolf."
113,"If the leopard is not reckless, then the cat is smart.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ smart))) (. .))","If it is reckless, then it will be not the leopard."
114,the tiger is powerful.,(S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ powerful))) (. .)),"If it is not powerful, then it will be not the tiger."
115,"If the tiger is boring, then the squirrel is heavy.","(S (SBAR (IN If) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ heavy))) (. .))","If it is not boring, then it will be not the tiger."
116,"If Dave is angry, then the snake is rough.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ angry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is not angry, then it will be not Dave."
117,Charlie is dull and Gary is not tiny.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (. .)),"If it is not dull, then it will be not Charlie."
118,the bald eagle is quiet or the crocodile is not cute.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC or) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ cute)))) (. .)),"If it is not quiet, then it will be not the bald eagle."
119,"If Charlie is not slow, then Dave is not tiny.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))) (. .))","If it is slow, then it will be not Charlie."
120,Fiona is short and Gary is short.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ short)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ short)))) (. .)),"If it is not short, then it will be not Fiona."
121,Harry is lazy or the wolf is kind.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ lazy)))) (CC or) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is not lazy, then it will be not Harry."
122,Gary is thin or the bear is nice.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ thin)))) (CC or) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is not thin, then it will be not Gary."
123,"If the mouse is kind, then Gary is not beautiful.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful))) (. .))","If it is not kind, then it will be not the mouse."
124,Gary is not smart and Gary is not lovely.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart))))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .)),"If it is smart, then it will be not Gary."
125,Anne is small or the dinosaur is round.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ small)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ round)))) (. .)),"If it is not small, then it will be not Anne."
126,"If the dinosaur is not bad, then the squirrel is not heavy.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ bad)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))","If it is bad, then it will be not the dinosaur."
127,"If the dog is not tired, then Alan is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tired)))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))","If it is tired, then it will be not the dog."
128,Dave is not round or Bob is quiet.,(S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (CC or) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ quiet)))) (. .)),"If it is round, then it will be not Dave."
129,the wolf is not tired and Gary is not strong.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ strong)))) (. .)),"If it is tired, then it will be not the wolf."
130,"If the tiger is not kind, then Anne is not nice.","(S (SBAR (IN If) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .))","If it is kind, then it will be not the tiger."
131,"If the dog is not thin, then the squirrel is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))","If it is thin, then it will be not the dog."
132,"If Bob is smart, then the leopard is smart.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ smart))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ smart))) (. .))","If it is not smart, then it will be not Bob."
133,"If Charlie is not wealthy, then the dinosaur is dull.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ dull))) (. .))","If it is wealthy, then it will be not Charlie."
134,"If Anne is rough, then the leopard is not cute.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ cute))) (. .))","If it is not rough, then it will be not Anne."
135,Dave is not dull or Charlie is awful.,(S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ dull)) (CC or) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ awful)))) (. .)),"If it is dull or Charlie is awful, then it will be not Dave."
136,"If the cat is not funny, then the rabbit is reckless.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))","If it is funny, then it will be not the cat."
137,"If Dave is huge, then Bob is not furry.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ huge))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ furry))) (. .))","If it is not huge, then it will be not Dave."
138,the snake is horrible or the bald eagle is not strong.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ horrible)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ strong)))) (. .)),"If it is not horrible, then it will be not the snake."
139,the tiger is cute and Gary is tiny.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ cute)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .)),"If it is not cute, then it will be not the tiger."
140,the crocodile is not slow or the dinosaur is not dull.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC or) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .)),"If it is slow, then it will be not the crocodile."
141,"If Alan is powerful, then Fiona is not round.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))","If it is not powerful, then it will be not Alan."
142,"If the mouse is not sleepy, then Fiona is little.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (NP (JJ little))) (. .))","If it is sleepy, then it will be not the mouse."
143,Gary is not rough and the lion is not slow.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (NP (JJ rough))))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (. .)),"If it is rough, then it will be not Gary."
144,"If Charlie is not slow, then Dave is not tiny.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))) (. .))","If it is slow, then it will be not Charlie."
145,"If the snake is round, then Bob is not big.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ round))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ big))) (. .))","If it is not round, then it will be not the snake."
146,"If the mouse is not beautiful, then Gary is small.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ small))) (. .))","If it is beautiful, then it will be not the mouse."
147,"If the dog is rough, then the cat is awful.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ awful))) (. .))","If it is not rough, then it will be not the dog."
148,"If Alan is small, then Harry is slow.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ slow))) (. .))","If it is not small, then it will be not Alan."
149,the bear is not small or the squirrel is not clever.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ small)))) (CC or) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (. .)),"If it is small, then it will be not the bear."
150,"If the bear is not tiny, then the lion is not boring.","(S (SBAR (IN If) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tiny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is tiny, then it will be not the bear."
151,the mouse is cute and Charlie is not lovely.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ cute)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .)),"If it is not cute, then it will be not the mouse."
152,the mouse is not little and Anne is smart.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (NP (JJ little)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ smart)))) (. .)),"If it is little, then it will be not the mouse."
153,"If Alan is high, then the rabbit is strong.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ strong))) (. .))","If it is not high, then it will be not Alan."
154,the squirrel is not short or the mouse is rough.,(S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ short))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ rough))) (. .)),"If it is short, then it will be not the squirrel."
155,the cat is not funny and Harry is not horrible.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (CC and) (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ horrible)))) (. .)),"If it is funny, then it will be not the cat."
156,the tiger is not tiny and the bear is big.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ big)))) (. .)),"If it is tiny, then it will be not the tiger."
157,"If Fiona is not thin, then Charlie is beautiful.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))","If it is thin, then it will be not Fiona."
158,"If the snake is horrible, then Anne is round.","(S (SBAR (IN If) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ round))) (. .))","If it is not horrible, then it will be not the snake."
159,"If the rabbit is not nice, then Alan is thin.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ thin))) (. .))","If it is nice, then it will be not the rabbit."
160,"If Charlie is not tiny, then Fiona is smart.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tiny)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ smart))) (. .))","If it is tiny, then it will be not Charlie."
161,"If Erin is not high, then Gary is not lovely.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .))","If it is high, then it will be not Erin."
162,Fiona is powerful or the leopard is not nice.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC or) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .)),"If it is not powerful, then it will be not Fiona."
163,"If the squirrel is not rough, then the bald eagle is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))","If it is rough, then it will be not the squirrel."
164,Bob is not short or Fiona is dull.,(S (NP (NNP Bob)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ dull))) (. .)),"If it is short, then it will be not Bob."
165,Bob is not dull or Dave is tiny.,(S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (CC or) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .)),"If it is dull, then it will be not Bob."
166,the dinosaur is not rough and Alan is not angry.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ angry)))) (. .)),"If it is rough, then it will be not the dinosaur."
167,"If Harry is not short, then the crocodile is heavy.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ heavy))) (. .))","If it is short, then it will be not Harry."
168,the dinosaur is quiet and the cat is tiny.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .)),"If it is not quiet, then it will be not the dinosaur."
169,"If Gary is not wealthy, then the snake is not big.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ wealthy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ big))) (. .))","If it is wealthy, then it will be not Gary."
170,Bob is not kind or Bob is dull.,(S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ kind)) (CC or) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ dull)))) (. .)),"If it is kind or Bob is dull, then it will be not Bob."
171,Erin is fierce and Fiona is not beautiful.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ fierce)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .)),"If it is not fierce, then it will be not Erin."
172,Dave is not bad or Alan is boring.,(S (NP (NNP Dave)) (VP (VP (VBZ is) (RB not) (ADJP (JJ bad))) (CC or) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ boring)))) (. .)),"If it is Alan, then it will be not Dave."
173,"If the squirrel is high, then the lion is reckless.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))","If it is not high, then it will be not the squirrel."
174,"If the squirrel is quiet, then Dave is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))","If it is not quiet, then it will be not the squirrel."
