sentence1,label,sentence2
"If Alan is strong, then Charlie is not reckless.",0,
"If Alan is strong, then Charlie is not reckless.",0,"If it is strong, then it will be Alan. "
"If Fiona is not beautiful, then the crocodile is not powerful.",1,"If it is beautiful, then it will be not Fiona."
"If Fiona is not beautiful, then the crocodile is not powerful.",1,"If it is beautiful, then it will be not Fiona."
"If the wolf is not tiny, then Fiona is not beautiful.",0,"If it is not the wolf, then it will be not tiny. "
"If the wolf is not tiny, then Fiona is not beautiful.",0,
the wolf is not powerful or the bear is not strong.,0,"If it is the wolf, then it will be powerful. "
"If Dave is horrible, then Bob is tiny.",0,"If it is not Dave, then it will be horrible. "
"If Dave is horrible, then Bob is tiny.",0,"If it is Dave, then it will be not horrible. "
"If Erin is not high, then Gary is not lovely.",0,"If it is not Erin, then it will be not high. "
"If Erin is not high, then Gary is not lovely.",0,"If it is not high, then it will be Erin. "
the dog is dull or Harry is slow.,0,"If it is not the dog, then it will be dull or Harry is slow. "
"If Gary is not smart, then Charlie is wealthy.",0,"If it is not smart, then it will be Gary. "
"If Gary is not smart, then Charlie is wealthy.",0,"If it is not smart, then it will be Gary. "
Charlie is not big or the dinosaur is not beautiful.,1,"If it is big, then it will be not Charlie."
"If Fiona is not dull, then the snake is not awful.",1,"If it is dull, then it will be not Fiona."
"If Fiona is not dull, then the snake is not awful.",1,"If it is dull, then it will be not Fiona."
"If the bear is not huge, then the bald eagle is sad.",0,"If it is not huge, then it will be the bear. "
"If the bear is not huge, then the bald eagle is sad.",0,"If it is not huge, then it will be the bear. "
"If the dinosaur is not sleepy, then the mouse is horrible.",1,"If it is sleepy, then it will be not the dinosaur."
"If the dinosaur is not sleepy, then the mouse is horrible.",1,"If it is sleepy, then it will be not the dinosaur."
the lion is smart or Charlie is strong.,0,
the lion is smart or Charlie is strong.,0,
the mouse is not funny or Gary is cute.,1,"If it is funny, then it will be not the mouse."
"If Charlie is not slow, then Dave is not tiny.",1,"If it is slow, then it will be not Charlie."
"If Charlie is not slow, then Dave is not tiny.",1,"If it is slow, then it will be not Charlie."
"If Dave is dull, then the dog is not thin.",1,"If it is not dull, then it will be not Dave."
"If Dave is dull, then the dog is not thin.",1,"If it is not dull, then it will be not Dave."
"If the dinosaur is bad, then Bob is not heavy.",1,"If it is not bad, then it will be not the dinosaur."
"If the dinosaur is bad, then Bob is not heavy.",1,"If it is not bad, then it will be not the dinosaur."
"If the leopard is high, then the mouse is bad.",0,"If it is high, then it will be the leopard. "
"If the leopard is high, then the mouse is bad.",0,"If it is high, then it will be the leopard. "
Erin is lovely and the dinosaur is dull.,1,"If it is not lovely, then it will be not Erin."
"If Anne is bad, then the tiger is round.",0,"If it is Anne, then it will be not bad. "
"If Anne is bad, then the tiger is round.",0,
the leopard is clever and Anne is not little.,0,"If it is clever, then it will be the leopard. "
"If Dave is not wealthy, then the wolf is sad.",1,"If it is wealthy, then it will be not Dave."
"If Dave is not wealthy, then the wolf is sad.",1,"If it is wealthy, then it will be not Dave."
"If the bear is not short, then Alan is not cute.",1,"If it is short, then it will be not the bear."
"If the bear is not short, then Alan is not cute.",1,"If it is short, then it will be not the bear."
Charlie is dull or Dave is not clever.,0,"If it is not Charlie, then it will be dull. "
"If Dave is strong, then the tiger is dull.",0,
"If Dave is strong, then the tiger is dull.",0,"If it is strong, then it will be Dave. "
"If Dave is strong, then the tiger is dull.",0,"If it is strong, then it will be Dave. "
"If Bob is furry, then Alan is clever.",1,"If it is not furry, then it will be not Bob."
"If Bob is furry, then Alan is clever.",1,"If it is not furry, then it will be not Bob."
"If Dave is lazy, then the lion is big.",0,
Anne is not bad and Erin is tiny.,1,"If it is bad, then it will be not Anne."
the tiger is not quiet and the snake is sad.,1,"If it is quiet, then it will be not the tiger."
"If the lion is not small, then Gary is not nice.",0,
"If the lion is not small, then Gary is not nice.",0,"If it is not small, then it will be the lion. "
the mouse is not round or Harry is horrible.,0,"If it is not round, then it will be the mouse. "
"If the wolf is not dull, then the squirrel is not lovely.",1,"If it is dull, then it will be not the wolf."
"If the wolf is not dull, then the squirrel is not lovely.",1,"If it is dull, then it will be not the wolf."
"If the wolf is awful, then the squirrel is quiet.",0,"If it is awful, then it will be the wolf. "
"If the wolf is awful, then the squirrel is quiet.",0,"If it is not the wolf, then it will be awful. "
the leopard is big and Alan is not nice.,1,"If it is not big, then it will be not the leopard."
"If the snake is slow, then Bob is dull.",0,"If it is not the snake, then it will be slow. "
"If the snake is slow, then Bob is dull.",0,
"If the tiger is heavy, then the leopard is rough.",1,"If it is not heavy, then it will be not the tiger."
"If the tiger is heavy, then the leopard is rough.",1,"If it is not heavy, then it will be not the tiger."
the bear is not lovely or the dinosaur is not dull.,1,"If it is lovely, then it will be not the bear."
the dinosaur is not cute or the crocodile is not sad.,0,"If it is not cute, then it will be the dinosaur. "
"If the cat is not bad, then Erin is thin.",1,"If it is bad, then it will be not the cat."
"If the cat is not bad, then Erin is thin.",1,"If it is bad, then it will be not the cat."
"If Dave is rough, then the bald eagle is big.",1,"If it is not rough, then it will be not Dave."
"If Dave is rough, then the bald eagle is big.",1,"If it is not rough, then it will be not Dave."
"If the snake is not wealthy, then the bald eagle is furry.",0,"If it is not wealthy, then it will be the snake. "
"If the snake is not wealthy, then the bald eagle is furry.",0,"If it is not wealthy, then it will be the snake. "
Harry is bad or the cat is rough.,1,"If it is not bad, then it will be not Harry."
"If the bear is not fierce, then Gary is tired.",0,"If it is the bear, then it will be fierce. "
"If the bear is not fierce, then Gary is tired.",0,"If it is the bear, then it will be fierce. "
the wolf is furry and the leopard is not small.,0,
"If the lion is angry, then Charlie is thin.",1,"If it is not angry, then it will be not the lion."
"If the lion is angry, then Charlie is thin.",1,"If it is not angry, then it will be not the lion."
"If the lion is angry, then Charlie is thin.",1,"If it is not angry, then it will be not the lion."
"If the snake is dull, then the tiger is not strong.",1,"If it is not dull, then it will be not the snake."
"If the snake is dull, then the tiger is not strong.",1,"If it is not dull, then it will be not the snake."
Dave is not rough and Anne is not huge.,0,"If it is not rough, then it will be Dave. "
Gary is not tiny or Charlie is not fierce.,1,"If it is tiny or Charlie is not fierce, then it will be not Gary."
"If the cat is not strong, then the tiger is tiny.",1,"If it is strong, then it will be not the cat."
"If the cat is not strong, then the tiger is tiny.",1,"If it is strong, then it will be not the cat."
the mouse is funny or Dave is dull.,0,"If it is funny, then it will be the mouse. "
Gary is not angry and the snake is not little.,1,"If it is angry, then it will be not Gary."
the dinosaur is cute or the crocodile is lovely.,1,"If it is not cute, then it will be not the dinosaur."
"If Harry is nice, then Harry is not high.",1,"If it is not nice, then it will be not Harry."
"If Harry is nice, then Harry is not high.",1,"If it is not nice, then it will be not Harry."
Harry is thin or the squirrel is slow.,0,"If it is not Harry, then it will be thin. "
"If Fiona is not angry, then the rabbit is not poor.",0,"If it is Fiona, then it will be angry. "
"If Fiona is not angry, then the rabbit is not poor.",0,
"If the mouse is thin, then Dave is round.",1,"If it is not thin, then it will be not the mouse."
"If the mouse is thin, then Dave is round.",1,"If it is not thin, then it will be not the mouse."
the tiger is angry and the tiger is not dull.,1,"If it is not angry, then it will be not the tiger."
"If Anne is not small, then Anne is small.",1,"If it is small, then it will be not Anne."
"If Anne is not small, then Anne is small.",1,"If it is small, then it will be not Anne."
"If the bear is not rough, then Gary is not poor.",1,"If it is rough, then it will be not the bear."
"If the bear is not rough, then Gary is not poor.",1,"If it is rough, then it will be not the bear."
"If the tiger is not heavy, then the lion is not dull.",1,"If it is heavy, then it will be not the tiger."
"If the tiger is not heavy, then the lion is not dull.",1,"If it is heavy, then it will be not the tiger."
"If Charlie is boring, then the squirrel is big.",1,"If it is not boring, then it will be not Charlie."
"If Charlie is boring, then the squirrel is big.",1,"If it is not boring, then it will be not Charlie."
the crocodile is fierce or the rabbit is not angry.,1,"If it is not fierce, then it will be not the crocodile."
"If the snake is not short, then Harry is not cute.",0,
"If the snake is not short, then Harry is not cute.",0,"If it is not the snake, then it will be not short. "
"If Charlie is tired, then the dog is reckless.",0,"If it is tired, then it will be Charlie. "
"If Charlie is tired, then the dog is reckless.",0,"If it is Charlie, then it will be not tired. "
"If Fiona is not furry, then Anne is heavy.",1,"If it is furry, then it will be not Fiona."
"If Fiona is not furry, then Anne is heavy.",1,"If it is furry, then it will be not Fiona."
the crocodile is big and Bob is high.,1,"If it is not big, then it will be not the crocodile."
the bear is not little and Erin is not horrible.,1,"If it is little, then it will be not the bear."
Dave is not beautiful and the dog is boring.,0,"If it is not Dave, then it will be not beautiful. "
"If the mouse is not quiet, then the bald eagle is not kind.",0,
"If the mouse is not quiet, then the bald eagle is not kind.",0,
the mouse is not dull or Fiona is not short.,1,"If it is dull, then it will be not the mouse."
"If the dog is not huge, then Erin is not sleepy.",1,"If it is huge, then it will be not the dog."
"If the dog is not huge, then Erin is not sleepy.",1,"If it is huge, then it will be not the dog."
