,Original_Sentence,Parsed_Sentence,LReasoner_generated_positive_samples,Positive_samples_labels
80,"If the bald eagle is not strong, then the crocodile is not sad.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .))","If it is strong, then it will be not the bald eagle.",1
81,"If the bald eagle is not strong, then the crocodile is not sad.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .))","If it is strong, then it will be not the bald eagle.",1
82,"If the bald eagle is awful, then Alan is nice.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is not awful, then it will be not the bald eagle.",1
83,"If the bald eagle is awful, then Alan is nice.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is not awful, then it will be not the bald eagle.",1
84,"If the bald eagle is not awful, then Dave is not rough.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ awful)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is awful, then it will be not the bald eagle.",1
85,"If the bald eagle is not awful, then Dave is not rough.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ awful)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is awful, then it will be not the bald eagle.",1
86,"If the bald eagle is fierce, then the bear is boring.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ fierce))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is not fierce, then it will be not the bald eagle.",1
87,"If the bald eagle is fierce, then the bear is boring.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ fierce))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is not fierce, then it will be not the bald eagle.",1
88,"If the bald eagle is not fierce, then Charlie is not tired.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ fierce)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))","If it is fierce, then it will be not the bald eagle.",1
89,"If the bald eagle is not fierce, then Charlie is not tired.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ fierce)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))","If it is fierce, then it will be not the bald eagle.",1
90,"If the bald eagle is heavy, then Gary is angry.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ heavy))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ angry))) (. .))","If it is not heavy, then it will be not the bald eagle.",1
91,"If the bald eagle is heavy, then Gary is angry.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ heavy))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ angry))) (. .))","If it is not heavy, then it will be not the bald eagle.",1
92,"If the bald eagle is not heavy, then the rabbit is not rough.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ heavy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is heavy, then it will be not the bald eagle.",1
93,"If the bald eagle is not heavy, then the rabbit is not rough.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ heavy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is heavy, then it will be not the bald eagle.",1
94,"If the bald eagle is horrible, then Erin is not sleepy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (. .))","If it is not horrible, then it will be not the bald eagle.",1
95,"If the bald eagle is horrible, then Erin is not sleepy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (. .))","If it is not horrible, then it will be not the bald eagle.",1
96,"If the bald eagle is not horrible, then the mouse is not wealthy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ horrible)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))) (. .))","If it is horrible, then it will be not the bald eagle.",1
97,"If the bald eagle is not horrible, then the mouse is not wealthy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ horrible)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))) (. .))","If it is horrible, then it will be not the bald eagle.",1
98,"If the bald eagle is powerful, then Erin is not strong.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .))","If it is not powerful, then it will be not the bald eagle.",1
99,"If the bald eagle is powerful, then Erin is not strong.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .))","If it is not powerful, then it will be not the bald eagle.",1
100,"If the bald eagle is not powerful, then the wolf is little.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ little))) (. .))","If it is powerful, then it will be not the bald eagle.",1
101,"If the bald eagle is not powerful, then the wolf is little.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ little))) (. .))","If it is powerful, then it will be not the bald eagle.",1
102,"If the bald eagle is angry, then the dog is not kind.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ angry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))","If it is not angry, then it will be not the bald eagle.",1
103,"If the bald eagle is angry, then the dog is not kind.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ angry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))","If it is not angry, then it will be not the bald eagle.",1
104,"If the bald eagle is not angry, then the dog is not horrible.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ angry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ horrible))) (. .))","If it is angry, then it will be not the bald eagle.",1
105,"If the bald eagle is not angry, then the dog is not horrible.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ angry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ horrible))) (. .))","If it is angry, then it will be not the bald eagle.",1
106,"If the bald eagle is high, then Bob is beautiful.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))","If it is not high, then it will be not the bald eagle.",1
107,"If the bald eagle is high, then Bob is beautiful.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))","If it is not high, then it will be not the bald eagle.",1
108,"If the bald eagle is not high, then the mouse is not dull.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ high)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is high, then it will be not the bald eagle.",1
109,"If the bald eagle is not high, then the mouse is not dull.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ high)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is high, then it will be not the bald eagle.",1
110,"If the bald eagle is huge, then Bob is bad.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ huge))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ bad))) (. .))","If it is not huge, then it will be not the bald eagle.",1
111,"If the bald eagle is huge, then Bob is bad.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ huge))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ bad))) (. .))","If it is not huge, then it will be not the bald eagle.",1
112,"If the bald eagle is not huge, then the tiger is wealthy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ wealthy))) (. .))","If it is huge, then it will be not the bald eagle.",1
113,"If the bald eagle is not huge, then the tiger is wealthy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ wealthy))) (. .))","If it is huge, then it will be not the bald eagle.",1
114,"If the bald eagle is short, then Bob is not horrible.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ short))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ horrible))) (. .))","If it is not short, then it will be not the bald eagle.",1
115,"If the bald eagle is short, then Bob is not horrible.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ short))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ horrible))) (. .))","If it is not short, then it will be not the bald eagle.",1
116,"If the bald eagle is not short, then Fiona is not boring.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is short, then it will be not the bald eagle.",1
117,"If the bald eagle is not short, then Fiona is not boring.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is short, then it will be not the bald eagle.",1
118,"If the bald eagle is thin, then the dog is bad.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ thin))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ bad))) (. .))","If it is not thin, then it will be not the bald eagle.",1
119,"If the bald eagle is thin, then the dog is bad.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ thin))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ bad))) (. .))","If it is not thin, then it will be not the bald eagle.",1
120,"If the bald eagle is not thin, then Bob is tired.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ tired))) (. .))","If it is thin, then it will be not the bald eagle.",1
121,"If the bald eagle is not thin, then Bob is tired.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ tired))) (. .))","If it is thin, then it will be not the bald eagle.",1
122,"If the bald eagle is little, then the bear is boring.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ little))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is, then it will be not the bald eagle.",1
123,"If the bald eagle is little, then the bear is boring.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ little))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is, then it will be not the bald eagle.",1
124,"If the bald eagle is not little, then the mouse is lovely.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ little)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ lovely))) (. .))","If it is little, then it will be not the bald eagle.",1
125,"If the bald eagle is tiny, then the lion is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ tiny))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))","If it is not tiny, then it will be not the bald eagle.",1
126,"If the bald eagle is tiny, then the lion is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ tiny))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))","If it is not tiny, then it will be not the bald eagle.",1
127,"If the bald eagle is not tiny, then the dinosaur is not tired.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))","If it is tiny, then it will be not the bald eagle.",1
128,"If the bald eagle is not tiny, then the dinosaur is not tired.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))","If it is tiny, then it will be not the bald eagle.",1
129,"If the bald eagle is wealthy, then Fiona is not sleepy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ wealthy))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (. .))","If it is not wealthy, then it will be not the bald eagle.",1
130,"If the bald eagle is wealthy, then Fiona is not sleepy.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ wealthy))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (. .))","If it is not wealthy, then it will be not the bald eagle.",1
131,"If the bald eagle is not wealthy, then the lion is reckless.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))","If it is wealthy, then it will be not the bald eagle.",1
132,"If the bald eagle is poor, then the squirrel is angry.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ angry))) (. .))","If it is not poor, then it will be not the bald eagle.",1
133,"If the bald eagle is poor, then the squirrel is angry.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ angry))) (. .))","If it is not poor, then it will be not the bald eagle.",1
134,"If the bald eagle is not poor, then the mouse is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))","If it is poor, then it will be not the bald eagle.",1
135,"If the bald eagle is not poor, then the mouse is not quiet.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ poor))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))) (. .))","If it is poor, then it will be not the bald eagle.",1
136,"If the bald eagle is dull, then Anne is rough.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is not dull, then it will be not the bald eagle.",1
137,"If the bald eagle is dull, then Anne is rough.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is not dull, then it will be not the bald eagle.",1
138,"If the bald eagle is not dull, then the leopard is nice.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ dull)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is dull, then it will be not the bald eagle.",1
139,"If the bald eagle is not dull, then the leopard is nice.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ dull)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is dull, then it will be not the bald eagle.",1
140,"If the bald eagle is rough, then the squirrel is rough.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is not rough, then it will be not the bald eagle.",1
141,"If the bald eagle is rough, then the squirrel is rough.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is not rough, then it will be not the bald eagle.",1
142,"If the bald eagle is not rough, then the bear is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))","If it is rough, then it will be not the bald eagle.",1
143,"If the bald eagle is not rough, then the bear is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))","If it is rough, then it will be not the bald eagle.",1
144,"If the bald eagle is bad, then the bear is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ bad))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))","If it is not bad, then it will be not the bald eagle.",1
145,"If the bald eagle is bad, then the bear is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ bad))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))","If it is not bad, then it will be not the bald eagle.",1
146,"If the bald eagle is not bad, then Charlie is not dull.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ bad)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is bad, then it will be not the bald eagle.",1
147,"If the bald eagle is not bad, then Charlie is not dull.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ bad)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is bad, then it will be not the bald eagle.",1
